pet_name,pet_photosLink,pet_gender,pet_description,pet_lastUpdated,pet_type,pet_ID,shelter_ID,pet_breed1,pet_breed2,pet_detail,pet_detail/$t
Maggie May,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42757197/1/?bust=1536944814&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42757197/1/?bust=1536944814&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42757197/1/?bust=1536944814&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42757197/1/?bust=1536944814&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42757197/1/?bust=1536944814&width=50&-t.jpg', '@id': '1'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42757197/2/?bust=1536944820&width=60&-pnt.jpg', '@id': '2'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42757197/2/?bust=1536944820&width=95&-fpm.jpg', '@id': '2'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42757197/2/?bust=1536944820&width=500&-x.jpg', '@id': '2'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42757197/2/?bust=1536944820&width=300&-pn.jpg', '@id': '2'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42757197/2/?bust=1536944820&width=50&-t.jpg', '@id': '2'}]}",F,"Meet me Saturday from 11 to 1 at Petco, 645 S. Green Valley Pkwy in Henderson.  
Our precious Maggie May has such unique markings, she turns the head of everyone who meets her! This beauty was born on July 15th to a Jack Russell Momma and unknown Daddy. She is friendly, loves to explore and has so much potential to turn into an amazing companion with someone who has the time to teach her how to be a well mannered dog. Maggie is expected to be in the 20 lb range when fully grown. She is spayed, microchipped and current on vaccines, her adoption fee is $350.
If you are interested in adopting please submit an application at www.waggingtailsrescue.org.",2018-09-14T17:08:31+00:00,Dog,42757197,NV184,Jack Russell Terrier (Parson),Australian Cattle Dog / Blue Heeler,hasShots,
Jude,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42757210/1/?bust=1536944997&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42757210/1/?bust=1536944997&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42757210/1/?bust=1536944997&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42757210/1/?bust=1536944997&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42757210/1/?bust=1536944997&width=50&-t.jpg', '@id': '1'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42757210/2/?bust=1536945004&width=60&-pnt.jpg', '@id': '2'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42757210/2/?bust=1536945004&width=95&-fpm.jpg', '@id': '2'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42757210/2/?bust=1536945004&width=500&-x.jpg', '@id': '2'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42757210/2/?bust=1536945004&width=300&-pn.jpg', '@id': '2'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42757210/2/?bust=1536945004&width=50&-t.jpg', '@id': '2'}]}",M,"Meet me Saturday from 11 to 1 at Petco, 645 S. Green Valley Pkwy in Henderson. 
Born July 15th to a Jack Russell Mommy, little Jude is as handsome as they come! This fun-loving pup is always on the go, looking for trouble. He will be a fun companion, eager to learn all about the big new world around him. We are expecting Jude to be in the 20 lb range when fully grown. He is neutered, microchipped and current on vaccines, his adoption fee is $350.

 If you are interested in adopting please submit an application at www.waggingtailsrescue.org.",2018-09-14T17:11:37+00:00,Dog,42757210,NV184,Jack Russell Terrier (Parson),Terrier,hasShots,
Slash,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42757227/1/?bust=1536945163&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42757227/1/?bust=1536945163&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42757227/1/?bust=1536945163&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42757227/1/?bust=1536945163&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42757227/1/?bust=1536945163&width=50&-t.jpg', '@id': '1'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42757227/2/?bust=1536945180&width=60&-pnt.jpg', '@id': '2'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42757227/2/?bust=1536945180&width=95&-fpm.jpg', '@id': '2'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42757227/2/?bust=1536945180&width=500&-x.jpg', '@id': '2'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42757227/2/?bust=1536945180&width=300&-pn.jpg', '@id': '2'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42757227/2/?bust=1536945180&width=50&-t.jpg', '@id': '2'}]}",M,"Meet me Saturday from 11 to 1 at Petco, 645 S. Green Valley Pkwy in Henderson.  
Slash is a stunner with his crystal blue eyes and big smile! This friendly boy is approximately 2 years old and 50 lb of love. He gets along well with other dogs and is friendly with people. He is neutered, microchipped and current on vaccines, his adoption fee is $250.

If you are interested in adopting please submit an application at www.waggingtailsrescue.org.",2018-09-14T17:14:33+00:00,Dog,42757227,NV184,Siberian Husky,,hasShots,
JJ,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42758235/1/?bust=1536959974&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42758235/1/?bust=1536959974&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42758235/1/?bust=1536959974&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42758235/1/?bust=1536959974&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42758235/1/?bust=1536959974&width=50&-t.jpg', '@id': '1'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42758235/2/?bust=1536959985&width=60&-pnt.jpg', '@id': '2'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42758235/2/?bust=1536959985&width=95&-fpm.jpg', '@id': '2'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42758235/2/?bust=1536959985&width=500&-x.jpg', '@id': '2'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42758235/2/?bust=1536959985&width=300&-pn.jpg', '@id': '2'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42758235/2/?bust=1536959985&width=50&-t.jpg', '@id': '2'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42758235/3/?bust=1536959994&width=60&-pnt.jpg', '@id': '3'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42758235/3/?bust=1536959994&width=95&-fpm.jpg', '@id': '3'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42758235/3/?bust=1536959994&width=500&-x.jpg', '@id': '3'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42758235/3/?bust=1536959994&width=300&-pn.jpg', '@id': '3'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42758235/3/?bust=1536959994&width=50&-t.jpg', '@id': '3'}]}",F,"Meet me Saturday from 11 to 1 at Petco, 645 S. Green Valley Pkwy in Henderson.  
Stunning good looks and a personality to match, JJ is ready to find her forever home! This beauty gets along well with other dogs, she and her BFF Slash would love a home together although they do make new dog friends with ease. JJ is friendly with people too. She is approximately 2 years old and 50 lbs. JJ is spayed, microchipped and current on vaccines, her adoption fee is $250.
If you are interested in adopting please submit an application at www.waggingtailsrescue.org.",2018-09-14T21:22:48+00:00,Dog,42758235,NV184,Siberian Husky,,hasShots,
Melanie (Meli),"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/38410173/1/?bust=1497158055&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/38410173/1/?bust=1497158055&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/38410173/1/?bust=1497158055&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/38410173/1/?bust=1497158055&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/38410173/1/?bust=1497158055&width=50&-t.jpg', '@id': '1'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/38410173/2/?bust=1497158056&width=60&-pnt.jpg', '@id': '2'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/38410173/2/?bust=1497158056&width=95&-fpm.jpg', '@id': '2'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/38410173/2/?bust=1497158056&width=500&-x.jpg', '@id': '2'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/38410173/2/?bust=1497158056&width=300&-pn.jpg', '@id': '2'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/38410173/2/?bust=1497158056&width=50&-t.jpg', '@id': '2'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/38410173/3/?bust=1497158057&width=60&-pnt.jpg', '@id': '3'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/38410173/3/?bust=1497158057&width=95&-fpm.jpg', '@id': '3'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/38410173/3/?bust=1497158057&width=500&-x.jpg', '@id': '3'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/38410173/3/?bust=1497158057&width=300&-pn.jpg', '@id': '3'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/38410173/3/?bust=1497158057&width=50&-t.jpg', '@id': '3'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/38410173/4/?bust=1533819579&width=60&-pnt.jpg', '@id': '4'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/38410173/4/?bust=1533819579&width=95&-fpm.jpg', '@id': '4'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/38410173/4/?bust=1533819579&width=500&-x.jpg', '@id': '4'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/38410173/4/?bust=1533819579&width=300&-pn.jpg', '@id': '4'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/38410173/4/?bust=1533819579&width=50&-t.jpg', '@id': '4'}]}",F,"Diluted Torti
3yr old female

She does well with other cats and dogs.  She loves to flip on her side for petting and loving.  She is such a good girl, she needs a home that will make sure that if they move she is included.

Current on all vaccines, spay, chipped and tested for FELV/FIV (neg).   Adoption fee $50.  Contact Pat at 702.622.3092",2017-06-11T05:02:43+00:00,Cat,38410173,NV201,Domestic Short Hair,Tortoiseshell,housetrained,
Gage,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42418172/1/?bust=1533738990&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42418172/1/?bust=1533738990&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42418172/1/?bust=1533738990&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42418172/1/?bust=1533738990&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42418172/1/?bust=1533738990&width=50&-t.jpg', '@id': '1'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42418172/2/?bust=1533739169&width=60&-pnt.jpg', '@id': '2'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42418172/2/?bust=1533739169&width=95&-fpm.jpg', '@id': '2'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42418172/2/?bust=1533739169&width=500&-x.jpg', '@id': '2'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42418172/2/?bust=1533739169&width=300&-pn.jpg', '@id': '2'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42418172/2/?bust=1533739169&width=50&-t.jpg', '@id': '2'}]}",M,"Ginger Tabby
Male 3 yr
Gage is his name and he is a lover, purrs as soon as you pet him and doesn't mind being pick up.
Gage is neutered, tested for FELV/FIV (neg), vaccinated and chipped, he is ready for his new home.  Adoption fee $50
Does okay with other cats a little frighten of dogs.  Contact Pat at 702.622.3092",2018-08-08T14:37:16+00:00,Cat,42418172,NV201,Tabby,,housetrained,
Keno,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42213344/1/?bust=1531870772&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42213344/1/?bust=1531870772&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42213344/1/?bust=1531870772&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42213344/1/?bust=1531870772&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42213344/1/?bust=1531870772&width=50&-t.jpg', '@id': '1'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42213344/2/?bust=1531870775&width=60&-pnt.jpg', '@id': '2'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42213344/2/?bust=1531870775&width=95&-fpm.jpg', '@id': '2'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42213344/2/?bust=1531870775&width=500&-x.jpg', '@id': '2'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42213344/2/?bust=1531870775&width=300&-pn.jpg', '@id': '2'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42213344/2/?bust=1531870775&width=50&-t.jpg', '@id': '2'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42213344/3/?bust=1531870776&width=60&-pnt.jpg', '@id': '3'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42213344/3/?bust=1531870776&width=95&-fpm.jpg', '@id': '3'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42213344/3/?bust=1531870776&width=500&-x.jpg', '@id': '3'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42213344/3/?bust=1531870776&width=300&-pn.jpg', '@id': '3'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42213344/3/?bust=1531870776&width=50&-t.jpg', '@id': '3'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42213344/4/?bust=1531870778&width=60&-pnt.jpg', '@id': '4'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42213344/4/?bust=1531870778&width=95&-fpm.jpg', '@id': '4'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42213344/4/?bust=1531870778&width=500&-x.jpg', '@id': '4'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42213344/4/?bust=1531870778&width=300&-pn.jpg', '@id': '4'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42213344/4/?bust=1531870778&width=50&-t.jpg', '@id': '4'}]}",M,"Check out this cutie! Keno is a 10 year old, very sturdy boy, weighing in at about 40 pounds. He could definitely stand to shed a few pounds, so a healthy diet and appropriate exercise will be important for Keno. He is up to date on shots, microchipped, and neutered. Keno had a lump that was removed about one month ago on his right foot - tests have shown that it was benign/ non-cancerous. Keno is also dog door trained and has had no accidents in his foster home. 

Keno is a very obedient, good-natured, calm, and loving boy. He is a very curious and likes to follow you around to see what you are up to, especially when you are in the kitchen :) Keno is a big couch potato that likes to lay at your feet, and at times, likes to snuggle up to you on the couch as you watch TV. Keno enjoys the comforts of sleeping in bed with you at night. Keno is not a very active dog, but he does like to stroll around in the yard and enjoys rolling around in the grass. 

Ideal placement for Keno will be a single story home, no young children, and no cats. Keno gets along with other dogs that are non-dominant, not aggressive or non-territorial. If you have other dogs in the home it would be best if they are small to medium sized dogs.

If you are interested in adopting Keno and can meet his needs, please apply here http: www.snbtr.com/adoption/adoption-application to be considered. The adoption fee for Keno will be $200.

**Note – Keno and Kona are siblings from different litters, but had the same parents. Please see Kona’s photos and bio in the separate album. If you are interested in adopting the pair, please apply accordingly. To adopt Keno and Kona as the pair, the adoption fee will be $500.**",2018-07-17T23:40:00+00:00,Dog,42213344,NV61,Boston Terrier,,noKids,
Bubbs,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42014627/1/?bust=1530049771&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42014627/1/?bust=1530049771&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42014627/1/?bust=1530049771&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42014627/1/?bust=1530049771&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42014627/1/?bust=1530049771&width=50&-t.jpg', '@id': '1'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42014627/2/?bust=1530049781&width=60&-pnt.jpg', '@id': '2'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42014627/2/?bust=1530049781&width=95&-fpm.jpg', '@id': '2'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42014627/2/?bust=1530049781&width=500&-x.jpg', '@id': '2'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42014627/2/?bust=1530049781&width=300&-pn.jpg', '@id': '2'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42014627/2/?bust=1530049781&width=50&-t.jpg', '@id': '2'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42014627/3/?bust=1530049795&width=60&-pnt.jpg', '@id': '3'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42014627/3/?bust=1530049795&width=95&-fpm.jpg', '@id': '3'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42014627/3/?bust=1530049795&width=500&-x.jpg', '@id': '3'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42014627/3/?bust=1530049795&width=300&-pn.jpg', '@id': '3'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42014627/3/?bust=1530049795&width=50&-t.jpg', '@id': '3'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42014627/4/?bust=1530049846&width=60&-pnt.jpg', '@id': '4'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42014627/4/?bust=1530049846&width=95&-fpm.jpg', '@id': '4'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42014627/4/?bust=1530049846&width=500&-x.jpg', '@id': '4'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42014627/4/?bust=1530049846&width=300&-pn.jpg', '@id': '4'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42014627/4/?bust=1530049846&width=50&-t.jpg', '@id': '4'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42014627/5/?bust=1530050201&width=60&-pnt.jpg', '@id': '5'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42014627/5/?bust=1530050201&width=95&-fpm.jpg', '@id': '5'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42014627/5/?bust=1530050201&width=500&-x.jpg', '@id': '5'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42014627/5/?bust=1530050201&width=300&-pn.jpg', '@id': '5'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42014627/5/?bust=1530050201&width=50&-t.jpg', '@id': '5'}]}",M,"Poor Bubs. This devoted boy was found as a stray on the streets and turned into the shelter. We fell in love with him and decided to help him find his forever home. Bubs is a fun, friendly boy who adores all people that he meets. Bubs would do great in a home where he is the only pet. He is house trained and very well mannered (he sits, lays down, stays and shakes). Bubs is about 6 years old and is ready to become your new family member.",2018-06-26T21:57:34+00:00,Dog,42014627,NV182,Bull Terrier,,noCats,
Jesse,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42300947/1/?bust=1532648429&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42300947/1/?bust=1532648429&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42300947/1/?bust=1532648429&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42300947/1/?bust=1532648429&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42300947/1/?bust=1532648429&width=50&-t.jpg', '@id': '1'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42300947/2/?bust=1532648442&width=60&-pnt.jpg', '@id': '2'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42300947/2/?bust=1532648442&width=95&-fpm.jpg', '@id': '2'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42300947/2/?bust=1532648442&width=500&-x.jpg', '@id': '2'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42300947/2/?bust=1532648442&width=300&-pn.jpg', '@id': '2'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42300947/2/?bust=1532648442&width=50&-t.jpg', '@id': '2'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42300947/3/?bust=1532648450&width=60&-pnt.jpg', '@id': '3'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42300947/3/?bust=1532648450&width=95&-fpm.jpg', '@id': '3'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42300947/3/?bust=1532648450&width=500&-x.jpg', '@id': '3'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42300947/3/?bust=1532648450&width=300&-pn.jpg', '@id': '3'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42300947/3/?bust=1532648450&width=50&-t.jpg', '@id': '3'}]}",M,"My name is Jesse and I'm an awesomely laid back chill guy.   A nice lady found me wandering in the desert and unfortunately my former family did not chip me so I am on the hunt for an adult only home who will make sure I'm an indoor only cat.   I'm not very needy, give me a window to perch in and some toys to play with and I'm a happy guy.  I am about 3 years old and am fully vetted (neutered/micro-chipped/shots).  I am happiest being your only furry family member. Someone with Siamese experience would be best as I am a typical Siamese.  There is an adoption fee and a safe home check required if you want to adopt me.",2018-07-27T00:02:15+00:00,Cat,42300947,NV182,Siamese,,,altered
Andromeda,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/34540460/1/?bust=1518824596&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/34540460/1/?bust=1518824596&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/34540460/1/?bust=1518824596&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/34540460/1/?bust=1518824596&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/34540460/1/?bust=1518824596&width=50&-t.jpg', '@id': '1'}]}",F,"Andromeda is a two year-old girl. She is not always able to come to adoption hours, so please call ahead if you would like to meet her. 702.203.4134.

Cats are available for adoption each Saturday  11am to 4pm and Sunday 12-4pm at PETSMART (9869 S. Eastern Ave, in the Target plaza, Las Vegas, NV 89123).

Due to limited space not all of the cats posted on the Petfinder Website will be at our adoptions. Please speak with Amber to make arrangements in meeting the pet you are interested in. 

Foster homes, adoption volunteers, and donations are always welcome!  Thank You for your support.

Visit us online at www.HappyHomeAnimalSanctuary.org, and on Facebook.",2016-02-25T01:02:00+00:00,Cat,34540460,NV59,Domestic Short Hair,,housetrained,
Triumph,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/36299780/1/?bust=1474582679&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/36299780/1/?bust=1474582679&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/36299780/1/?bust=1474582679&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/36299780/1/?bust=1474582679&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/36299780/1/?bust=1474582679&width=50&-t.jpg', '@id': '1'}]}",M,"Triumph is a two year old boy who lost a hind leg due to an accident. He is fully recovered. He gets around fine on three legs and is very friendly. He can be met by appointment only. Call Amber at 702-203-4134 for more information. 

Cats are available for adoption each Saturday 11 am - 4 pm, Sunday 11 am - 3 pm, at PETSMART, 9869 S. Eastern Ave, Las Vegas NV 89123. That's at Eastern Av and Silverado Ranch Rd, in the Target plaza.

Due to limited space not all of the cats posted on the Petfinder Website will be at our adoptions. Please speak with Amber to make arrangements in meeting the pet you are interested in. 

Foster homes, adoption volunteers, and donations are always welcome!  Thank You for your support.

Visit us online at www.HappyHomeAnimalSanctuary.org, and on Facebook.",2016-09-22T22:17:59+00:00,Cat,36299780,NV59,Domestic Long Hair,,housetrained,
